"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any","error_frame"
"2-3","count_divisible_by_100 <=   1.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 277.000 & total_deductions_by_hh_size > 679.000","ranger_mtry1",97,34,0.3505,0.2759,65,10,0.1538,0.0255,0.0294,0.757,68,13,0.1912,0.0132,0.0148,0.74,"other_error"
"2-3","medical_deductions > 190 & total_deductions_by_hh_size > 524","ranger_mtry1",44,17,0.3864,0.2756,29,6,0.2069,0.0153,0.0241,0.338,32,9,0.2812,0.0091,0.0117,0.348,"other_error"
"2-3","cat_elig > 0.500 & medical_deductions <= 3.000 & rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",75,27,0.36,0.2752,51,10,0.1961,0.0255,0.0271,0.594,52,11,0.2115,0.0112,0.0113,0.566,"other_error"
"2-3","rawben_rel_max > 0.993 & rawben_rel_max <= 0.998","ranger_mtry1",123,42,0.3415,0.2752,74,15,0.2027,0.0383,0.043,0.861,75,16,0.2133,0.0162,0.0165,0.817,"other_error"
"2-3","expedited_i <= 0.500 & rawben_rel_max > 0.993 & rawben_rel_max <= 0.998","ranger_mtry1",114,39,0.3421,0.2734,68,14,0.2059,0.0357,0.0381,0.792,69,15,0.2174,0.0152,0.0149,0.751,"other_error"
"2-3","rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 679.000","ranger_mtry1",98,34,0.3469,0.2729,65,10,0.1538,0.0255,0.0294,0.757,68,13,0.1912,0.0132,0.0148,0.74,"other_error"
"2-3","medical_deductions <= 821.000 & percent_abawd <=   1.750 & total_deductions_by_hh_size > 705.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",79,28,0.3544,0.2721,48,7,0.1458,0.0179,0.0245,0.559,51,10,0.1961,0.0101,0.0132,0.555,"other_error"
"2-3","HH_size_n > 2.500 & married <= 0.500 & rawben_rel_max <= 0.997 & unc_rawben_rel_max > 0.996","ranger_mtry1",18,8,0.4444,0.2719,0,0,NA,0,0,0,0,0,NA,0,0,0,"other_error"
"2-3","married >    0.500 & shelter_expenses_by_hh_size > 1190.000 & unc_rawben_rel_max <=    0.997","ranger_mtry1",18,8,0.4444,0.2719,13,2,0.1538,0.0051,0.0098,0.151,14,3,0.2143,0.003,0.0048,0.152,"other_error"
"2-3","rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 1310.000","ranger_mtry1",18,8,0.4444,0.2719,15,1,0.0667,0.0026,0.0081,0.175,19,5,0.2632,0.0051,0.0102,0.207,"other_error"
"2-3","rawben_rel_max <   1 & total_deductions_by_hh_size >= 741","xgboost",70,25,0.3571,0.2699,39,5,0.1282,0.0128,0.0197,0.454,40,6,0.15,0.0061,0.0079,0.435,"other_error"
"2-3","cat_elig >   0.5 & medical_deductions >  70.0 & total_deductions_by_hh_size > 759.0 & utilities <= 696.0","ranger_mtry1",10,5,0.5,0.2693,7,2,0.2857,0.0051,0.0162,0.081,8,3,0.375,0.003,0.008,0.087,"other_error"
"2-3","cat_elig >=   1 & total_deductions_by_hh_size >= 948 & utilities >= 361 & utilities < 703","xgboost",21,9,0.4286,0.2693,10,2,0.2,0.0051,0.0162,0.116,11,3,0.2727,0.003,0.008,0.12,"other_error"
"2-3","count_divisible_by_100 >=   1 & elderly_disabled_i >=   1 & shelter_expenses_by_hh_size >= 843","xgboost",21,9,0.4286,0.2693,14,0,0,0,0,0.163,15,1,0.0667,0.001,0.0016,0.163,"other_error"
"2-3","medical_deductions >=   7.0 & shelter_expenses_by_hh_size >=  11.3 & total_deductions_by_hh_size >= 448.0 & utilities < 438.0","xgboost",21,9,0.4286,0.2693,10,2,0.2,0.0051,0.0051,0.116,12,4,0.3333,0.0041,0.003,0.131,"other_error"
"2-3","cat_elig <=   1.500 & total_deductions_by_hh_size > 681.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",42,16,0.381,0.2685,64,10,0.1562,0.0255,0.0294,0.745,67,13,0.194,0.0132,0.0148,0.729,"other_error"
"2-3","medical_deductions <  367 & shelter_expenses_by_hh_size >= 1180 & total_deductions_by_hh_size >=  741","xgboost",39,15,0.3846,0.268,22,2,0.0909,0.0051,0.0094,0.256,23,3,0.1304,0.003,0.0037,0.25,"other_error"
"2-3","rawben_rel_max <=    0.998 & total_deductions_by_hh_size >  686.000 & total_deductions_by_hh_size <= 1280.000","ranger_mtry1",90,31,0.3444,0.2677,61,9,0.1475,0.023,0.0268,0.71,64,12,0.1875,0.0122,0.014,0.697,"other_error"
"2-3","expedited_i <=   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 679.000","ranger_mtry1",94,32,0.3404,0.2655,61,10,0.1639,0.0255,0.0294,0.71,64,13,0.2031,0.0132,0.0148,0.697,"other_error"
"2-3","expedited_i <= 0.500 & percent_abawd <= 0.417 & rawben_rel_max > 0.993 & rawben_rel_max <= 0.998","ranger_mtry1",105,35,0.3333,0.2627,62,13,0.2097,0.0332,0.0351,0.722,63,14,0.2222,0.0142,0.0139,0.686,"other_error"
"2-3","medical_deductions <= 67.500 & unc_rawben_rel_max >  0.993 & unc_rawben_rel_max <=  0.996","ranger_mtry1",85,29,0.3412,0.2627,60,12,0.2,0.0306,0.0296,0.698,61,13,0.2131,0.0132,0.0121,0.664,"other_error"
"2-3","cat_elig >   0.500 & total_deductions_by_hh_size > 679.000 & unc_rawben_rel_max <=   0.995","ranger_mtry1",95,32,0.3368,0.2626,63,10,0.1587,0.0255,0.0294,0.733,66,13,0.197,0.0132,0.0148,0.719,"other_error"
"2-3","cat_elig > 0.500 & medical_deductions > 3.000 & medical_deductions <= 9.000 & unc_rawben_rel_max <= 0.996","ranger_mtry1",13,6,0.4615,0.2611,9,2,0.2222,0.0051,0.0032,0.105,9,2,0.2222,0.002,0.001,0.098,"other_error"
"2-3","rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size <= 220.000 & total_deductions_by_hh_size > 398.000","ranger_mtry1",13,6,0.4615,0.2611,8,1,0.125,0.0026,0.0022,0.093,8,1,0.125,0.001,7e-04,0.087,"other_error"
"2-3","rawben_rel_max >=   0.344 & total_deductions_by_hh_size >= 655.000 & unc_rawben_rel_max <   1.000 & utilities >= 451.000","xgboost",79,27,0.3418,0.2605,48,9,0.1875,0.023,0.0232,0.559,50,11,0.22,0.0112,0.0114,0.544,"other_error"
"2-3","count_divisible_by_100 <=  0.500 & medical_deductions <= 11.500 & rawben_rel_max >  0.993 & rawben_rel_max <=  0.998","ranger_mtry1",106,35,0.3302,0.2601,63,13,0.2063,0.0332,0.0332,0.733,64,14,0.2188,0.0142,0.0133,0.697,"other_error"
"2-3","medical_deductions >= 168 & total_deductions_by_hh_size >= 512","xgboost",50,18,0.36,0.2582,36,6,0.1667,0.0153,0.0241,0.419,39,9,0.2308,0.0091,0.0117,0.425,"other_error"
"2-3","medical_deductions > 456.000 & unc_rawben_rel_max >   0.156","ranger_mtry1",31,12,0.3871,0.2579,11,4,0.3636,0.0102,0.0203,0.128,12,5,0.4167,0.0051,0.0071,0.131,"other_error"
"2-3","cat_elig <=   1.5 & medical_deductions > 365.0 & shelter_expenses_by_hh_size > 424.0","ranger_mtry1",16,7,0.4375,0.2576,24,3,0.125,0.0077,0.0102,0.279,25,4,0.16,0.0041,0.0038,0.272,"other_error"
"2-3","count_divisible_by_100 <=    0.500 & rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 1310.000","ranger_mtry1",16,7,0.4375,0.2576,13,1,0.0769,0.0026,0.0081,0.151,15,3,0.2,0.003,0.007,0.163,"other_error"
"2-3","count_divisible_by_100 >   0.500 & shelter_expenses_by_hh_size > 412.000 & total_deductions_by_hh_size > 533.000 & unc_rawben_rel_max <=   0.681","ranger_mtry1",16,7,0.4375,0.2576,11,0,0,0,0,0.128,12,1,0.0833,0.001,0.0016,0.131,"other_error"
"2-3","elderly_disabled_i <   1.000 & rawben_rel_max <   0.632 & shelter_expenses_by_hh_size >= 364.000 & total_deductions_by_hh_size >= 741.000","xgboost",16,7,0.4375,0.2576,16,0,0,0,0,0.186,16,0,0,0,0,0.174,"other_error"
"2-3","children_i <=   0.50 & expedited_i >   0.50 & unc_rawben_rel_max <=   0.52 & utilities <= 851.00","ranger_mtry1",28,11,0.3929,0.257,16,0,0,0,0,0.186,18,2,0.1111,0.002,0.0039,0.196,"other_error"
"2-3","cat_elig <=   2.5 & homeless <=   0.5 & medical_deductions > 138.0 & total_deductions_by_hh_size > 524.0","ranger_mtry1",70,24,0.3429,0.2569,38,7,0.1842,0.0179,0.0259,0.442,41,10,0.2439,0.0101,0.0123,0.446,"other_error"
"2-3","cat_elig >   0.5 & count_divisible_by_100 >   0.5 & elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size > 858.0","ranger_mtry1",19,8,0.4211,0.2563,13,0,0,0,0,0.151,14,1,0.0714,0.001,0.0016,0.152,"other_error"
"2-3","children_i >   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 683.000 & unc_rawben_rel_max <=   0.596","ranger_mtry1",19,8,0.4211,0.2563,22,0,0,0,0,0.256,22,0,0,0,0,0.24,"other_error"
"2-3","married <=   0.500 & medical_deductions > 201.000 & rawben_rel_max >   0.144 & unc_rawben_rel_max <=   1.010","ranger_mtry1",19,8,0.4211,0.2563,5,1,0.2,0.0026,0.0018,0.058,5,1,0.2,0.001,6e-04,0.054,"other_error"
"2-3","rawben_rel_max >=   0.993 & rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 356.000 & utilities < 434.000","xgboost",19,8,0.4211,0.2563,6,0,0,0,0,0.07,6,0,0,0,0,0.065,"other_error"
"2-3","elderly_disabled_i <   1.000 & rawben_rel_max <   0.632 & total_deductions_by_hh_size >= 686.000","xgboost",22,9,0.4091,0.256,22,0,0,0,0,0.256,22,0,0,0,0,0.24,"other_error"
"2-3","medical_deductions >  206 & total_deductions_by_hh_size >  637 & total_deductions_by_hh_size <= 1130","ranger_mtry1",22,9,0.4091,0.256,16,3,0.1875,0.0077,0.0078,0.186,17,4,0.2353,0.0041,0.0031,0.185,"other_error"
"2-3","total_deductions_by_hh_size > 666.000 & unc_rawben_rel_max <=   0.996","ranger_mtry1",115,37,0.3217,0.2549,69,11,0.1594,0.0281,0.031,0.803,75,17,0.2267,0.0172,0.0189,0.817,"other_error"
"2-3","medical_deductions <=   3.000 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 679.000","ranger_mtry1",74,25,0.3378,0.2545,51,6,0.1176,0.0153,0.0145,0.594,54,9,0.1667,0.0091,0.01,0.588,"other_error"
"2-3","cat_elig <   2.000 & medical_deductions < 204.000 & rawben_rel_max <   0.996 & unc_rawben_rel_max >=   0.993","xgboost",54,19,0.3519,0.2544,59,13,0.2203,0.0332,0.0368,0.687,60,14,0.2333,0.0142,0.0145,0.653,"other_error"
"2-3","married <=   0.50 & total_deductions_by_hh_size > 692.00 & unc_rawben_rel_max <=   1.01 & utilities >  30.50","ranger_mtry1",54,19,0.3519,0.2544,39,5,0.1282,0.0128,0.0144,0.454,41,7,0.1707,0.0071,0.0076,0.446,"other_error"
"2-3","total_deductions_by_hh_size >= 655 & unc_rawben_rel_max <   1 & utilities >= 451","xgboost",98,32,0.3265,0.2542,59,10,0.1695,0.0255,0.0252,0.687,63,14,0.2222,0.0142,0.0151,0.686,"other_error"
"2-3","medical_deductions > 190 & shelter_expenses_by_hh_size > 493 & total_deductions_by_hh_size > 524","ranger_mtry1",41,15,0.3659,0.254,27,4,0.1481,0.0102,0.012,0.314,30,7,0.2333,0.0071,0.0077,0.327,"other_error"
"2-3","medical_deductions >= 137 & total_deductions_by_hh_size >= 519","xgboost",71,24,0.338,0.2531,38,7,0.1842,0.0179,0.0259,0.442,41,10,0.2439,0.0101,0.0123,0.446,"other_error"
"2-3","cat_elig >=   1 & elderly_disabled_i >=   1 & utilities >= 426 & utilities < 430","xgboost",58,20,0.3448,0.2512,0,0,NA,0,0,0,0,0,NA,0,0,0,"other_error"
"2-3","medical_deductions <= 11.500 & rawben_rel_max >  0.993 & rawben_rel_max <=  0.998","ranger_mtry1",117,37,0.3162,0.2504,71,13,0.1831,0.0332,0.0332,0.826,72,14,0.1944,0.0142,0.0133,0.784,"other_error"
"2-3","medical_deductions >= 197.000 & rawben_rel_max >=   0.284","xgboost",89,29,0.3258,0.2503,51,10,0.1961,0.0255,0.0303,0.594,55,14,0.2545,0.0142,0.0144,0.599,"other_error"
"2-3","count_divisible_by_100 <=   0.500 & total_deductions_by_hh_size > 666.000 & unc_rawben_rel_max <=   0.996","ranger_mtry1",103,33,0.3204,0.2502,60,10,0.1667,0.0255,0.0292,0.698,66,16,0.2424,0.0162,0.0183,0.719,"other_error"
"2-3","married >   0.500 & percent_abawd <=   0.250 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 637.000","ranger_mtry1",55,19,0.3455,0.2495,25,5,0.2,0.0128,0.0142,0.291,26,6,0.2308,0.0061,0.0051,0.283,"other_error"
"2-3","children_i <=   0.50 & elderly_disabled_i >   0.50 & total_deductions_by_hh_size > 617.00 & unc_rawben_rel_max <=   1.06","ranger_mtry1",69,23,0.3333,0.2478,42,7,0.1667,0.0179,0.0196,0.489,46,11,0.2391,0.0112,0.0125,0.501,"other_error"
"2-3","elderly_disabled_i >=   1.00 & total_deductions_by_hh_size >= 452.00 & unc_rawben_rel_max <   1.17 & utilities < 430.00","xgboost",52,18,0.3462,0.2477,27,3,0.1111,0.0077,0.0082,0.314,30,6,0.2,0.0061,0.0051,0.327,"other_error"
"2-3","HH_size_n <=   2.5 & medical_deductions > 566.0","ranger_mtry1",29,11,0.3793,0.2475,13,4,0.3077,0.0102,0.0203,0.151,13,4,0.3077,0.0041,0.0066,0.142,"other_error"
"2-3","cat_elig >   0.500 & medical_deductions > 456.000 & unc_rawben_rel_max >   0.156","ranger_mtry1",29,11,0.3793,0.2475,9,4,0.4444,0.0102,0.0203,0.105,10,5,0.5,0.0051,0.0071,0.109,"other_error"
"2-3","children_i <=   0.5 & medical_deductions >   5.0 & shelter_expenses_by_hh_size > 939.0 & utilities <= 974.0","ranger_mtry1",29,11,0.3793,0.2475,18,5,0.2778,0.0128,0.017,0.21,19,6,0.3158,0.0061,0.0082,0.207,"other_error"
"2-3","children_i <= 0.500 & count_divisible_by_100 <= 0.500 & expedited_i > 0.500 & rawben_rel_max <= 0.508","ranger_mtry1",29,11,0.3793,0.2475,18,0,0,0,0,0.21,20,2,0.1,0.002,0.0039,0.218,"other_error"
"2-3","medical_deductions >= 194.000 & rawben_rel_max >=   0.284","xgboost",90,29,0.3222,0.2474,52,10,0.1923,0.0255,0.0303,0.605,56,14,0.25,0.0142,0.0144,0.61,"other_error"
"2-3","months_since_cert_n <=  22.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 668.000","ranger_mtry1",108,34,0.3148,0.2466,68,11,0.1618,0.0281,0.031,0.792,74,17,0.2297,0.0172,0.0189,0.806,"other_error"
"2-3","rawben_rel_max > 0.991 & rawben_rel_max <= 0.997","ranger_mtry1",144,44,0.3056,0.2465,76,15,0.1974,0.0383,0.043,0.885,78,17,0.2179,0.0172,0.0169,0.849,"other_error"
"2-3","count_divisible_by_100 <= 0.500 & married <= 0.500 & rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",63,21,0.3333,0.2443,45,10,0.2222,0.0255,0.0244,0.524,46,11,0.2391,0.0112,0.0104,0.501,"other_error"
"2-3","rawben_rel_max <   0.996 & total_deductions_by_hh_size >=   2.670 & total_deductions_by_hh_size < 624.000 & unc_rawben_rel_max >=   0.993","xgboost",77,25,0.3247,0.2441,57,13,0.2281,0.0332,0.0312,0.663,58,14,0.2414,0.0142,0.0126,0.631,"other_error"
"2-3","medical_deductions >= 187.00 & shelter_expenses_by_hh_size < 975.00 & total_deductions_by_hh_size >= 548.00 & unc_rawben_rel_max <   1.29","xgboost",23,9,0.3913,0.244,18,2,0.1111,0.0051,0.006,0.21,19,3,0.1579,0.003,0.0025,0.207,"other_error"
"2-3","HH_size_n <=  2.500 & medical_deductions <= 11.500 & rawben_rel_max >  0.991 & rawben_rel_max <=  0.997","ranger_mtry1",88,28,0.3182,0.243,35,6,0.1714,0.0153,0.018,0.407,35,6,0.1714,0.0061,0.0059,0.381,"other_error"
"2-3","HH_size_n > 2.500 & rawben_rel_max <= 0.997 & unc_rawben_rel_max > 0.996","ranger_mtry1",20,8,0.4,0.2424,0,0,NA,0,0,0,0,0,NA,0,0,0,"other_error"
"2-3","cat_elig <=   1.5 & HH_size_n <=   2.5 & medical_deductions > 566.0","ranger_mtry1",20,8,0.4,0.2424,13,4,0.3077,0.0102,0.0203,0.151,13,4,0.3077,0.0041,0.0066,0.142,"other_error"
"2-3","cat_elig >=   2 & medical_deductions >= 172 & total_deductions_by_hh_size >= 468","xgboost",20,8,0.4,0.2424,4,0,0,0,0,0.047,4,0,0,0,0,0.044,"other_error"
"2-3","HH_size_n <=    2.5 & medical_deductions <=  566.0 & shelter_expenses_by_hh_size > 1410.0 & shelter_expenses_by_hh_size <= 1640.0","ranger_mtry1",11,5,0.4545,0.2421,9,0,0,0,0,0.105,10,1,0.1,0.001,0.0027,0.109,"other_error"
"2-3","married >    0.5 & shelter_expenses_by_hh_size > 1310.0","ranger_mtry1",11,5,0.4545,0.2421,17,1,0.0588,0.0026,0.0081,0.198,19,3,0.1579,0.003,0.0049,0.207,"other_error"
"2-3","medical_deductions > 138.00 & percent_abawd <=   1.75 & total_deductions_by_hh_size > 639.00","ranger_mtry1",43,15,0.3488,0.2415,24,5,0.2083,0.0128,0.0221,0.279,27,8,0.2963,0.0081,0.011,0.294,"other_error"
"2-3","medical_deductions >= 132.000 & shelter_expenses_by_hh_size >= 615.000 & total_deductions_by_hh_size >= 536.000 & unc_rawben_rel_max <   0.836","xgboost",43,15,0.3488,0.2415,21,3,0.1429,0.0077,0.0058,0.244,22,4,0.1818,0.0041,0.0024,0.24,"other_error"
"2-3","expedited_i <=   0.500 & months_since_cert_n <=  22.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 668.000","ranger_mtry1",103,32,0.3107,0.2413,64,11,0.1719,0.0281,0.031,0.745,70,17,0.2429,0.0172,0.0189,0.762,"other_error"
"2-3","HH_size_n <=   2.500 & medical_deductions > 650.000 & unc_rawben_rel_max >   0.132","ranger_mtry1",17,7,0.4118,0.2411,4,3,0.75,0.0077,0.0183,0.047,4,3,0.75,0.003,0.006,0.044,"other_error"
"2-3","medical_deductions >= 363 & months_since_cert_n >=   4 & total_deductions_by_hh_size < 948","xgboost",33,12,0.3636,0.2411,24,2,0.0833,0.0051,0.004,0.279,24,2,0.0833,0.002,0.0013,0.261,"other_error"
"2-3","months_since_cert_n <   30 & shelter_expenses_by_hh_size >= 1260 & total_deductions_by_hh_size >=  948","xgboost",17,7,0.4118,0.2411,12,1,0.0833,0.0026,0.0081,0.14,13,2,0.1538,0.002,0.0033,0.142,"other_error"
"2-3","rawben_rel_max <   1 & total_deductions_by_hh_size >= 655","xgboost",125,38,0.304,0.2411,73,12,0.1644,0.0306,0.0328,0.85,79,18,0.2278,0.0183,0.0195,0.86,"other_error"
"2-3","children_i <=   0.500 & medical_deductions > 562.000 & rawben_rel_max <=   0.411","ranger_mtry1",14,6,0.4286,0.2406,9,1,0.1111,0.0026,0.002,0.105,9,1,0.1111,0.001,7e-04,0.098,"other_error"
"2-3","medical_deductions >= 115 & months_since_cert_n >=  14 & months_since_cert_n <  33 & total_deductions_by_hh_size >= 512","xgboost",14,6,0.4286,0.2406,11,2,0.1818,0.0051,0.0091,0.128,11,2,0.1818,0.002,0.003,0.12,"other_error"
"2-3","total_deductions_by_hh_size > 1040 & utilities <=  701","ranger_mtry1",14,6,0.4286,0.2406,7,2,0.2857,0.0051,0.0162,0.081,8,3,0.375,0.003,0.008,0.087,"other_error"
"2-3","shelter_expenses_by_hh_size > 203.000 & unc_rawben_rel_max >   0.993 & unc_rawben_rel_max <=   1.000","ranger_mtry1",129,39,0.3023,0.2404,61,14,0.2295,0.0357,0.0481,0.71,62,15,0.2419,0.0152,0.0181,0.675,"other_error"
"2-3","cat_elig >   0.5 & medical_deductions > 138.0 & total_deductions_by_hh_size > 531.0","ranger_mtry1",64,21,0.3281,0.2403,36,7,0.1944,0.0179,0.0259,0.419,39,10,0.2564,0.0101,0.0123,0.425,"other_error"
"2-3","married >=   1.00 & shelter_expenses_by_hh_size >= 856.00 & unc_rawben_rel_max <   1.32 & utilities < 757.00","xgboost",82,26,0.3171,0.2395,50,2,0.04,0.0051,0.0103,0.582,53,5,0.0943,0.0051,0.0089,0.577,"other_error"
"2-3","rawben_rel_max <=   0.790 & total_deductions_by_hh_size > 750.000 & unc_rawben_rel_max <=   0.998 & utilities > 420.000","ranger_mtry1",40,14,0.35,0.2391,20,1,0.05,0.0026,0.002,0.233,20,1,0.05,0.001,7e-04,0.218,"other_error"
"2-3","HH_size_n <=   2.500 & medical_deductions > 366.000 & rawben_rel_max >   0.132 & shelter_expenses_by_hh_size > 286.000","ranger_mtry1",30,11,0.3667,0.2386,15,4,0.2667,0.0102,0.0183,0.175,16,5,0.3125,0.0051,0.0065,0.174,"other_error"
"2-3","children_i <=   0.5 & medical_deductions > 562.0","ranger_mtry1",30,11,0.3667,0.2386,13,3,0.2308,0.0077,0.0163,0.151,13,3,0.2308,0.003,0.0053,0.142,"other_error"
"2-3","children_i <= 0.50 & expedited_i > 0.50 & unc_rawben_rel_max <= 0.52","ranger_mtry1",30,11,0.3667,0.2386,19,0,0,0,0,0.221,21,2,0.0952,0.002,0.0039,0.229,"other_error"
"2-3","medical_deductions >  70 & total_deductions_by_hh_size > 759","ranger_mtry1",30,11,0.3667,0.2386,22,5,0.2273,0.0128,0.0262,0.256,24,7,0.2917,0.0071,0.0119,0.261,"other_error"
"2-3","medical_deductions > 575 & utilities > 156","ranger_mtry1",30,11,0.3667,0.2386,13,4,0.3077,0.0102,0.0203,0.151,13,4,0.3077,0.0041,0.0066,0.142,"other_error"
"2-3","medical_deductions >=   5 & medical_deductions <  18 & shelter_expenses_by_hh_size < 694","xgboost",30,11,0.3667,0.2386,13,1,0.0769,0.0026,0.001,0.151,13,1,0.0769,0.001,3e-04,0.142,"other_error"
"2-3","months_since_cert_n >   5.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 692.000 & utilities > 326.000","ranger_mtry1",30,11,0.3667,0.2386,24,3,0.125,0.0077,0.0108,0.279,25,4,0.16,0.0041,0.005,0.272,"other_error"
"2-3","rawben_rel_max >=   0.460 & rawben_rel_max <   0.996 & total_deductions_by_hh_size >= 624.000","xgboost",112,34,0.3036,0.2374,62,12,0.1935,0.0306,0.0344,0.722,66,16,0.2424,0.0162,0.0181,0.719,"other_error"
"2-3","percent_abawd <=   1.750 & rawben_rel_max >   0.993 & total_deductions_by_hh_size <= 679.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",116,35,0.3017,0.2368,71,14,0.1972,0.0357,0.0349,0.826,72,15,0.2083,0.0152,0.0138,0.784,"other_error"
"2-3","expedited_i <   1 & medical_deductions < 264 & rawben_rel_max <   1 & total_deductions_by_hh_size >= 655","xgboost",105,32,0.3048,0.2365,62,11,0.1774,0.0281,0.0308,0.722,67,16,0.2388,0.0162,0.0183,0.729,"other_error"
"2-3","married <=   0.500 & rawben_rel_max >   0.993 & unc_rawben_rel_max <=   0.996 & utilities <= 956.000","ranger_mtry1",65,21,0.3231,0.2364,50,10,0.2,0.0255,0.0244,0.582,51,11,0.2157,0.0112,0.0104,0.555,"other_error"
"2-3","medical_deductions < 314.000 & rawben_rel_max <   0.669 & total_deductions_by_hh_size >= 686.000 & utilities >= 361.000","xgboost",37,13,0.3514,0.2364,30,1,0.0333,0.0026,0.0014,0.349,30,1,0.0333,0.001,5e-04,0.327,"other_error"
"2-3","expedited_i <   1 & rawben_rel_max <   1 & total_deductions_by_hh_size >= 655","xgboost",120,36,0.3,0.2362,69,12,0.1739,0.0306,0.0328,0.803,75,18,0.24,0.0183,0.0195,0.817,"other_error"
"2-3","cat_elig >   0.5 & children_i <=   0.5 & HH_size_n <=   2.5 & medical_deductions > 562.0","ranger_mtry1",27,10,0.3704,0.236,11,3,0.2727,0.0077,0.0163,0.128,11,3,0.2727,0.003,0.0053,0.12,"other_error"
"2-3","cat_elig >   0.500 & children_i <=   0.500 & medical_deductions > 456.000 & unc_rawben_rel_max >   0.156","ranger_mtry1",27,10,0.3704,0.236,8,3,0.375,0.0077,0.0163,0.093,9,4,0.4444,0.0041,0.0058,0.098,"other_error"
"2-3","homeless <   1 & months_since_cert_n >=   3 & total_deductions_by_hh_size >= 948 & utilities < 892","xgboost",27,10,0.3704,0.236,14,3,0.2143,0.0077,0.0155,0.163,15,4,0.2667,0.0041,0.006,0.163,"other_error"
"2-3","medical_deductions <   1.000 & months_since_cert_n <   8.000 & rawben_rel_max <   0.996 & total_deductions_by_hh_size >= 686.000","xgboost",51,17,0.3333,0.2356,36,3,0.0833,0.0077,0.0051,0.419,38,5,0.1316,0.0051,0.0054,0.414,"other_error"
"2-3","medical_deductions >= 367 & months_since_cert_n >=   4","xgboost",34,12,0.3529,0.2336,26,3,0.1154,0.0077,0.0102,0.303,26,3,0.1154,0.003,0.0033,0.283,"other_error"
"2-3","married <=  0.500 & months_since_cert_n <= 29.500 & rawben_rel_max >  0.993 & unc_rawben_rel_max <=  0.998","ranger_mtry1",99,30,0.303,0.2331,61,10,0.1639,0.0255,0.0244,0.71,62,11,0.1774,0.0112,0.0104,0.675,"other_error"
"2-3","children_i <=   0.500 & medical_deductions > 575.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",24,9,0.375,0.233,10,1,0.1,0.0026,0.002,0.116,10,1,0.1,0.001,7e-04,0.109,"other_error"
"2-3","medical_deductions >= 140.000 & rawben_rel_max >=   0.756 & rawben_rel_max <   0.872 & unc_rawben_rel_max >=   0.767","xgboost",24,9,0.375,0.233,7,2,0.2857,0.0051,0.003,0.081,7,2,0.2857,0.002,0.001,0.076,"other_error"
"2-3","cat_elig >   0.5 & homeless <=   0.5 & medical_deductions > 138.0 & total_deductions_by_hh_size > 637.0","ranger_mtry1",41,14,0.3415,0.2329,24,5,0.2083,0.0128,0.0221,0.279,27,8,0.2963,0.0081,0.011,0.294,"other_error"
"2-3","medical_deductions < 194.00 & months_since_cert_n <  10.00 & total_deductions_by_hh_size >= 686.00 & unc_rawben_rel_max <   1.13","xgboost",81,25,0.3086,0.2315,57,5,0.0877,0.0128,0.0191,0.663,59,7,0.1186,0.0071,0.01,0.642,"other_error"
"2-3","months_since_cert_n <=   5.500 & percent_abawd <=   1.750 & total_deductions_by_hh_size > 626.000 & unc_rawben_rel_max <=   0.996","ranger_mtry1",96,29,0.3021,0.2313,49,7,0.1429,0.0179,0.0199,0.57,53,11,0.2075,0.0112,0.0124,0.577,"other_error"
"2-3","percent_abawd <=   0.250 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 637.000","ranger_mtry1",138,40,0.2899,0.2308,78,11,0.141,0.0281,0.031,0.908,84,17,0.2024,0.0172,0.0182,0.915,"other_error"
"2-3","medical_deductions >= 569","xgboost",31,11,0.3548,0.2304,14,4,0.2857,0.0102,0.0203,0.163,14,4,0.2857,0.0041,0.0066,0.152,"other_error"
