hh,rule,era,basis,n_cases_flagged,n_error_cases,n_variances,mode_element,mode_element_share,mode_nature,mode_nature_share,agency_agency,agency_client,agency_third_party,agency_other,agency_UNDOCUMENTED,agency_unknown,timeper_before_action,timeper_at_action,timeper_after_action,timeper_undetermined,findg_overissuance,findg_underissuance,findg_ineligible,n_desk_closable,n_catchable_at_action,share_agency,share_desk_closable,share_catchable_at_action,amterr_total,amount_total,n_pre_auth,share_pre_auth,review_mode
1,months_since_cert_n <=    5.500 & rawben_rel_max <=    0.998 & total_deductions_by_hh_size > 1330.000,train_2022_23,national,54,25,39,363.0,0.3333333333333333,53.0,0.4358974358974359,22,14,2,1,0,0,3,28,8,0,22,5,0,12,31,0.5641025641025641,0.3076923076923077,0.7948717948717948,6122.0,2920.0,7,0.1794871794871795,post_authorization
1,months_since_cert_n <=    5.500 & rawben_rel_max <=    0.998 & total_deductions_by_hh_size > 1330.000,test_2024,national,47,18,30,363.0,0.3,56.0,0.2,19,8,0,0,3,0,1,26,3,0,19,8,0,9,27,0.6333333333333333,0.3,0.9,4574.0,2291.0,8,0.26666666666666666,mixed
1,months_since_cert_n <=    5.500 & rawben_rel_max <=    0.998 & total_deductions_by_hh_size > 1330.000,test_2024,deployed,7,2,4,363.0,0.5,53.0,0.75,0,4,0,0,0,0,0,4,0,0,4,0,0,0,4,0.0,0.0,1.0,535.0,353.0,0,0.0,insufficient
1,medical_deductions > 610.00 & total_deductions_by_hh_size >   8.80 & unc_rawben_rel_max <=   1.05 & utilities <= 636.00,train_2022_23,national,37,21,30,365.0,0.6333333333333333,53.0,0.6666666666666666,23,4,2,1,0,0,6,19,5,0,17,1,0,7,25,0.7666666666666667,0.23333333333333334,0.8333333333333334,5509.0,3259.0,3,0.1,post_authorization
1,medical_deductions > 610.00 & total_deductions_by_hh_size >   8.80 & unc_rawben_rel_max <=   1.05 & utilities <= 636.00,test_2024,national,23,9,16,365.0,0.5625,53.0,0.375,10,3,0,2,1,0,0,15,1,0,11,1,0,7,15,0.625,0.4375,0.9375,3238.0,1911.0,5,0.3125,mixed
1,medical_deductions > 610.00 & total_deductions_by_hh_size >   8.80 & unc_rawben_rel_max <=   1.05 & utilities <= 636.00,test_2024,deployed,6,1,2,363.0,0.5,57.0,0.5,2,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1.0,0.5,1.0,204.0,0.0,1,0.5,insufficient
4+,rawben_rel_max >   0.55 & shelter_expenses_by_hh_size > 161.00 & total_deductions_by_hh_size <= 168.00 & unc_rawben_rel_max <=   1.23,train_2022_23,national,1823,374,550,311.0,0.27454545454545454,38.0,0.1690909090909091,336,198,0,14,0,2,63,323,162,0,268,140,0,156,386,0.610909090909091,0.28363636363636363,0.7018181818181818,120443.0,75266.0,104,0.1890909090909091,post_authorization
4+,rawben_rel_max >   0.55 & shelter_expenses_by_hh_size > 161.00 & total_deductions_by_hh_size <= 168.00 & unc_rawben_rel_max <=   1.23,test_2024,national,890,212,310,311.0,0.2709677419354839,38.0,0.17096774193548386,163,121,3,2,21,0,21,198,89,0,165,85,0,85,219,0.5258064516129032,0.27419354838709675,0.7064516129032258,70708.0,42003.0,45,0.14516129032258066,post_authorization
4+,rawben_rel_max >   0.55 & shelter_expenses_by_hh_size > 161.00 & total_deductions_by_hh_size <= 168.00 & unc_rawben_rel_max <=   1.23,test_2024,deployed,20,6,8,363.0,0.375,35.0,0.25,3,5,0,0,0,0,0,7,1,0,0,0,0,0,7,0.375,0.0,0.875,1646.0,0.0,0,0.0,post_authorization
4+,HH_size_n >   5.5 & months_since_cert_n >   0.5 & shelter_expenses_by_hh_size > 154.0,train_2022_23,national,1078,266,406,311.0,0.31773399014778325,38.0,0.1921182266009852,269,126,1,10,0,0,34,257,115,0,170,95,0,116,291,0.6625615763546798,0.2857142857142857,0.7167487684729064,97951.0,61800.0,81,0.19950738916256158,post_authorization
4+,HH_size_n >   5.5 & months_since_cert_n >   0.5 & shelter_expenses_by_hh_size > 154.0,test_2024,national,646,183,274,311.0,0.33211678832116787,38.0,0.17883211678832117,138,119,1,0,16,0,18,149,104,1,139,67,1,56,167,0.5036496350364964,0.20437956204379562,0.6094890510948905,75021.0,42361.0,27,0.09854014598540146,post_authorization
4+,HH_size_n >   5.5 & months_since_cert_n >   0.5 & shelter_expenses_by_hh_size > 154.0,test_2024,deployed,16,3,5,311.0,0.4,35.0,0.6,0,5,0,0,0,0,0,4,1,0,0,0,0,0,4,0.0,0.0,0.8,1126.0,0.0,0,0.0,post_authorization
4+,months_since_cert_n >   3.50 & shelter_expenses_by_hh_size > 204.00 & unc_rawben_rel_max <=   1.08 & utilities > 590.00,train_2022_23,national,799,216,326,311.0,0.3282208588957055,38.0,0.15337423312883436,191,123,0,10,0,2,25,164,135,0,175,103,0,105,189,0.5858895705521472,0.3220858895705521,0.5797546012269938,74288.0,49646.0,51,0.15644171779141106,post_authorization
4+,months_since_cert_n >   3.50 & shelter_expenses_by_hh_size > 204.00 & unc_rawben_rel_max <=   1.08 & utilities > 590.00,test_2024,national,580,161,242,311.0,0.36363636363636365,38.0,0.13636363636363635,130,94,0,1,17,0,16,112,111,1,133,54,0,65,128,0.5371900826446281,0.26859504132231404,0.5289256198347108,59865.0,43659.0,35,0.1446280991735537,post_authorization
4+,months_since_cert_n >   3.50 & shelter_expenses_by_hh_size > 204.00 & unc_rawben_rel_max <=   1.08 & utilities > 590.00,test_2024,deployed,38,6,14,311.0,0.2857142857142857,38.0,0.21428571428571427,9,5,0,0,0,0,0,5,9,0,0,0,0,8,5,0.6428571428571429,0.5714285714285714,0.35714285714285715,3492.0,0.0,3,0.21428571428571427,post_authorization
4+,shelter_expenses_by_hh_size > 198 & total_deductions_by_hh_size <= 136,train_2022_23,national,1206,248,395,311.0,0.25569620253164554,38.0,0.18227848101265823,255,129,0,10,0,1,33,248,113,0,168,104,0,106,281,0.6455696202531646,0.2683544303797468,0.7113924050632912,87820.0,46819.0,80,0.20253164556962025,post_authorization
4+,shelter_expenses_by_hh_size > 198 & total_deductions_by_hh_size <= 136,test_2024,national,620,149,230,311.0,0.24782608695652175,38.0,0.14782608695652175,127,87,4,1,11,0,14,138,78,0,115,74,0,66,152,0.5521739130434783,0.28695652173913044,0.6608695652173913,55075.0,31932.0,28,0.12173913043478261,post_authorization
4+,shelter_expenses_by_hh_size > 198 & total_deductions_by_hh_size <= 136,test_2024,deployed,19,3,3,312.0,0.3333333333333333,39.0,0.3333333333333333,2,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0.6666666666666666,0.0,0.6666666666666666,702.0,0.0,0,0.0,insufficient
1,shelter_expenses_by_hh_size < 961.00 & total_deductions_by_hh_size >=   5.00 & unc_rawben_rel_max >=   2.01 & utilities < 681.00,train_2022_23,national,150,63,93,331.0,0.46236559139784944,37.0,0.25806451612903225,59,28,2,4,0,0,13,31,49,0,76,1,0,31,44,0.6344086021505376,0.3333333333333333,0.4731182795698925,14819.0,10416.0,11,0.11827956989247312,post_authorization
1,shelter_expenses_by_hh_size < 961.00 & total_deductions_by_hh_size >=   5.00 & unc_rawben_rel_max >=   2.01 & utilities < 681.00,test_2024,national,35,16,27,331.0,0.4074074074074074,52.0,0.25925925925925924,21,6,0,0,0,0,1,15,11,0,17,0,0,3,16,0.7777777777777778,0.1111111111111111,0.5925925925925926,4767.0,1810.0,1,0.037037037037037035,post_authorization
1,shelter_expenses_by_hh_size < 961.00 & total_deductions_by_hh_size >=   5.00 & unc_rawben_rel_max >=   2.01 & utilities < 681.00,test_2024,deployed,2,2,3,331.0,0.6666666666666666,38.0,0.3333333333333333,2,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0.6666666666666666,0.0,0.6666666666666666,312.0,0.0,0,0.0,insufficient
1,rawben_rel_max >   0.112 & shelter_expenses_by_hh_size <= 592.000 & unc_rawben_rel_max <=   0.978 & utilities >  55.500,train_2022_23,national,4204,385,530,363.0,0.3113207547169811,52.0,0.3433962264150943,367,136,3,24,0,0,39,330,161,0,183,228,0,131,369,0.6924528301886792,0.24716981132075472,0.6962264150943396,55223.0,37175.0,86,0.16226415094339622,post_authorization
1,rawben_rel_max >   0.112 & shelter_expenses_by_hh_size <= 592.000 & unc_rawben_rel_max <=   0.978 & utilities >  55.500,test_2024,national,1659,164,221,363.0,0.3257918552036199,52.0,0.37104072398190047,153,47,2,8,11,0,21,141,57,0,73,89,0,65,162,0.6923076923076923,0.29411764705882354,0.7330316742081447,25957.0,15411.0,48,0.2171945701357466,post_authorization
1,rawben_rel_max >   0.112 & shelter_expenses_by_hh_size <= 592.000 & unc_rawben_rel_max <=   0.978 & utilities >  55.500,test_2024,deployed,4,1,1,364.0,1.0,52.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,1.0,149.0,149.0,0,0.0,insufficient
4+,months_since_cert_n >  10.5 & shelter_expenses_by_hh_size > 349.0 & total_deductions_by_hh_size > 168.0,train_2022_23,national,92,39,66,311.0,0.30303030303030304,38.0,0.15151515151515152,36,29,0,1,0,0,4,28,34,0,36,23,2,21,32,0.5454545454545454,0.3181818181818182,0.48484848484848486,13364.0,12799.0,8,0.12121212121212122,post_authorization
4+,months_since_cert_n >  10.5 & shelter_expenses_by_hh_size > 349.0 & total_deductions_by_hh_size > 168.0,test_2024,national,45,17,34,311.0,0.35294117647058826,35.0,0.17647058823529413,13,19,0,1,1,0,1,8,25,0,23,2,0,7,9,0.38235294117647056,0.20588235294117646,0.2647058823529412,10874.0,6091.0,4,0.11764705882352941,post_authorization
4+,months_since_cert_n >  10.5 & shelter_expenses_by_hh_size > 349.0 & total_deductions_by_hh_size > 168.0,test_2024,deployed,2,1,1,346.0,1.0,38.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,859.0,859.0,0,0.0,insufficient
1,shelter_expenses_by_hh_size < 601 & total_deductions_by_hh_size < 199 & utilities >= 240,train_2022_23,national,3624,223,295,363.0,0.423728813559322,52.0,0.488135593220339,220,53,1,21,0,0,30,166,99,0,61,188,0,86,196,0.7457627118644068,0.29152542372881357,0.6644067796610169,32657.0,23799.0,48,0.16271186440677965,post_authorization
1,shelter_expenses_by_hh_size < 601 & total_deductions_by_hh_size < 199 & utilities >= 240,test_2024,national,1497,95,126,363.0,0.5,52.0,0.5555555555555556,94,21,1,4,6,0,19,75,31,0,26,64,0,38,94,0.746031746031746,0.30158730158730157,0.746031746031746,17337.0,10148.0,27,0.21428571428571427,post_authorization
1,shelter_expenses_by_hh_size < 601 & total_deductions_by_hh_size < 199 & utilities >= 240,test_2024,deployed,2,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
1,shelter_expenses_by_hh_size > 2070.000 & unc_rawben_rel_max <=    0.991,train_2022_23,national,90,38,48,363.0,0.3333333333333333,53.0,0.25,27,19,0,2,0,0,7,25,16,0,28,10,0,9,32,0.5625,0.1875,0.6666666666666666,8060.0,5749.0,5,0.10416666666666667,post_authorization
1,shelter_expenses_by_hh_size > 2070.000 & unc_rawben_rel_max <=    0.991,test_2024,national,91,29,47,311.0,0.2765957446808511,35.0,0.2553191489361702,16,28,0,0,3,0,4,22,21,0,38,4,0,7,26,0.3404255319148936,0.14893617021276595,0.5531914893617021,8654.0,5964.0,2,0.0425531914893617,post_authorization
1,shelter_expenses_by_hh_size > 2070.000 & unc_rawben_rel_max <=    0.991,test_2024,deployed,9,3,5,365.0,0.2,56.0,0.2,2,3,0,0,0,0,1,3,1,0,1,4,0,1,4,0.4,0.2,0.8,861.0,896.0,1,0.2,post_authorization
2-3,cat_elig >=   1.000 & medical_deductions >= 179.000 & rawben_rel_max >=   0.137 & total_deductions_by_hh_size >= 242.000,train_2022_23,national,146,58,98,365.0,0.4387755102040816,53.0,0.4489795918367347,63,32,0,3,0,0,15,60,23,0,69,14,0,32,75,0.6428571428571429,0.32653061224489793,0.7653061224489796,14501.0,10276.0,22,0.22448979591836735,post_authorization
2-3,cat_elig >=   1.000 & medical_deductions >= 179.000 & rawben_rel_max >=   0.137 & total_deductions_by_hh_size >= 242.000,test_2024,national,74,27,35,365.0,0.37142857142857144,56.0,0.2857142857142857,23,9,1,0,2,0,4,19,12,0,24,3,0,14,23,0.6571428571428571,0.4,0.6571428571428571,5780.0,3537.0,6,0.17142857142857143,post_authorization
2-3,cat_elig >=   1.000 & medical_deductions >= 179.000 & rawben_rel_max >=   0.137 & total_deductions_by_hh_size >= 242.000,test_2024,deployed,20,7,9,331.0,0.3333333333333333,37.0,0.3333333333333333,5,3,0,0,1,0,1,4,4,0,7,2,0,2,5,0.5555555555555556,0.2222222222222222,0.5555555555555556,2360.0,1290.0,0,0.0,post_authorization
1,total_deductions_by_hh_size <= 209.0000 & unc_rawben_rel_max >  -0.0302 & utilities > 222.0000,train_2022_23,national,3374,243,321,363.0,0.411214953271028,52.0,0.4735202492211838,241,58,2,20,0,0,31,187,103,0,63,208,0,95,218,0.7507788161993769,0.29595015576323985,0.6791277258566978,35932.0,25685.0,54,0.16822429906542055,post_authorization
1,total_deductions_by_hh_size <= 209.0000 & unc_rawben_rel_max >  -0.0302 & utilities > 222.0000,test_2024,national,1498,114,154,363.0,0.4935064935064935,52.0,0.5584415584415584,117,26,1,4,6,0,23,91,39,0,31,82,0,45,114,0.7597402597402597,0.2922077922077922,0.7402597402597403,20384.0,12640.0,33,0.21428571428571427,post_authorization
1,total_deductions_by_hh_size <= 209.0000 & unc_rawben_rel_max >  -0.0302 & utilities > 222.0000,test_2024,deployed,6,1,2,363.0,0.5,57.0,0.5,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1.0,0.0,0.0,256.0,256.0,0,0.0,insufficient
1,cat_elig >=    1 & rawben_rel_max <    1 & total_deductions_by_hh_size >= 1340,train_2022_23,national,125,50,74,363.0,0.32432432432432434,53.0,0.43243243243243246,45,26,2,1,0,0,7,47,20,0,45,9,0,21,54,0.6081081081081081,0.28378378378378377,0.7297297297297297,11907.0,7373.0,10,0.13513513513513514,post_authorization
1,cat_elig >=    1 & rawben_rel_max <    1 & total_deductions_by_hh_size >= 1340,test_2024,national,110,39,63,363.0,0.2857142857142857,56.0,0.2222222222222222,36,21,0,2,4,0,3,43,17,0,48,9,0,22,46,0.5714285714285714,0.3492063492063492,0.7301587301587301,9229.0,6182.0,11,0.1746031746031746,post_authorization
1,cat_elig >=    1 & rawben_rel_max <    1 & total_deductions_by_hh_size >= 1340,test_2024,deployed,7,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,rawben_rel_max <   0.749 & total_deductions_by_hh_size >= 602.000 & total_deductions_by_hh_size < 683.000,train_2022_23,national,77,32,67,311.0,0.2537313432835821,35.0,0.1791044776119403,34,29,0,4,0,0,8,38,21,0,35,11,1,12,46,0.5074626865671642,0.1791044776119403,0.6865671641791045,11154.0,5434.0,4,0.05970149253731343,post_authorization
2-3,rawben_rel_max <   0.749 & total_deductions_by_hh_size >= 602.000 & total_deductions_by_hh_size < 683.000,test_2024,national,76,18,22,311.0,0.3181818181818182,35.0,0.3181818181818182,6,14,0,1,1,0,6,12,4,0,18,0,0,4,18,0.2727272727272727,0.18181818181818182,0.8181818181818182,4038.0,2743.0,3,0.13636363636363635,post_authorization
2-3,rawben_rel_max <   0.749 & total_deductions_by_hh_size >= 602.000 & total_deductions_by_hh_size < 683.000,test_2024,deployed,7,1,1,363.0,1.0,53.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,1.0,163.0,163.0,0,0.0,insufficient
4+,expedited_i >   0.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size <= 181.000 & unc_rawben_rel_max <=   0.935,train_2022_23,national,83,34,55,311.0,0.32727272727272727,38.0,0.2,35,18,1,1,0,0,4,20,31,0,22,22,0,18,24,0.6363636363636364,0.32727272727272727,0.43636363636363634,13962.0,8673.0,5,0.09090909090909091,post_authorization
4+,expedited_i >   0.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size <= 181.000 & unc_rawben_rel_max <=   0.935,test_2024,national,35,9,14,311.0,0.42857142857142855,38.0,0.2857142857142857,9,3,0,0,2,0,0,3,11,0,8,2,0,5,3,0.6428571428571429,0.35714285714285715,0.21428571428571427,3752.0,1947.0,1,0.07142857142857142,post_authorization
4+,expedited_i >   0.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size <= 181.000 & unc_rawben_rel_max <=   0.935,test_2024,deployed,2,2,3,363.0,0.3333333333333333,56.0,0.3333333333333333,0,1,0,0,2,0,0,1,2,0,3,0,0,0,1,0.0,0.0,0.3333333333333333,1325.0,1325.0,0,0.0,insufficient
1,rawben_rel_max <   0.968 & shelter_expenses_by_hh_size < 595.000 & utilities >= 149.000,train_2022_23,national,5073,389,534,363.0,0.31835205992509363,52.0,0.34831460674157305,379,124,2,29,0,0,42,326,166,0,182,236,0,141,368,0.7097378277153558,0.2640449438202247,0.6891385767790262,57807.0,39011.0,91,0.1704119850187266,post_authorization
1,rawben_rel_max <   0.968 & shelter_expenses_by_hh_size < 595.000 & utilities >= 149.000,test_2024,national,1942,155,205,363.0,0.37073170731707317,52.0,0.4,145,39,2,8,11,0,23,131,49,0,65,83,0,64,154,0.7073170731707317,0.3121951219512195,0.751219512195122,25867.0,15523.0,48,0.23414634146341465,post_authorization
1,rawben_rel_max <   0.968 & shelter_expenses_by_hh_size < 595.000 & utilities >= 149.000,test_2024,deployed,7,1,1,364.0,1.0,52.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,1.0,149.0,149.0,0,0.0,insufficient
4+,rawben_rel_max <=   0.783 & total_deductions_by_hh_size >  11.600 & total_deductions_by_hh_size <= 129.000 & unc_rawben_rel_max >   0.527,train_2022_23,national,1147,285,445,311.0,0.37303370786516854,38.0,0.17752808988764046,272,160,1,11,0,1,53,257,134,0,199,123,0,110,310,0.6112359550561798,0.24719101123595505,0.6966292134831461,87857.0,50085.0,80,0.1797752808988764,post_authorization
4+,rawben_rel_max <=   0.783 & total_deductions_by_hh_size >  11.600 & total_deductions_by_hh_size <= 129.000 & unc_rawben_rel_max >   0.527,test_2024,national,508,122,193,311.0,0.29533678756476683,38.0,0.17616580310880828,95,77,3,5,13,0,15,134,44,0,100,56,0,66,149,0.49222797927461137,0.34196891191709844,0.772020725388601,41404.0,25740.0,39,0.20207253886010362,post_authorization
4+,rawben_rel_max <=   0.783 & total_deductions_by_hh_size >  11.600 & total_deductions_by_hh_size <= 129.000 & unc_rawben_rel_max >   0.527,test_2024,deployed,22,11,11,311.0,0.8181818181818182,38.0,0.45454545454545453,1,8,0,1,1,0,0,3,8,0,8,3,0,1,3,0.09090909090909091,0.09090909090909091,0.2727272727272727,1504.0,1504.0,0,0.0,post_authorization
4+,count_divisible_by_100 <= 0.500 & months_since_cert_n > 3.500 & unc_rawben_rel_max > 0.440 & unc_rawben_rel_max <= 0.772,train_2022_23,national,1679,440,694,311.0,0.3400576368876081,38.0,0.1844380403458213,413,251,2,26,0,2,62,356,274,0,308,216,0,187,418,0.5951008645533141,0.26945244956772335,0.6023054755043228,133718.0,79304.0,119,0.17146974063400577,post_authorization
4+,count_divisible_by_100 <= 0.500 & months_since_cert_n > 3.500 & unc_rawben_rel_max > 0.440 & unc_rawben_rel_max <= 0.772,test_2024,national,877,228,352,311.0,0.3494318181818182,38.0,0.1590909090909091,178,145,2,4,23,0,21,176,148,1,191,77,1,94,197,0.5056818181818182,0.26704545454545453,0.5596590909090909,83261.0,52416.0,52,0.14772727272727273,post_authorization
4+,count_divisible_by_100 <= 0.500 & months_since_cert_n > 3.500 & unc_rawben_rel_max > 0.440 & unc_rawben_rel_max <= 0.772,test_2024,deployed,18,7,7,311.0,0.7142857142857143,41.0,0.42857142857142855,0,7,0,0,0,0,1,0,6,0,6,1,0,1,1,0.0,0.14285714285714285,0.14285714285714285,1538.0,1538.0,0,0.0,post_authorization
4+,HH_size_n >  4.500 & rawben_rel_max >  0.541 & rawben_rel_max <=  0.783 & total_deductions_by_hh_size > 40.800,train_2022_23,national,1075,286,435,311.0,0.36551724137931035,38.0,0.20689655172413793,266,157,1,11,0,0,34,280,121,0,203,112,0,117,314,0.6114942528735632,0.2689655172413793,0.7218390804597701,92302.0,54341.0,87,0.2,post_authorization
4+,HH_size_n >  4.500 & rawben_rel_max >  0.541 & rawben_rel_max <=  0.783 & total_deductions_by_hh_size > 40.800,test_2024,national,633,174,257,311.0,0.4085603112840467,38.0,0.1828793774319066,129,106,2,3,17,0,15,177,64,1,148,55,0,62,192,0.5019455252918288,0.24124513618677043,0.7470817120622568,59346.0,33853.0,39,0.1517509727626459,post_authorization
4+,HH_size_n >  4.500 & rawben_rel_max >  0.541 & rawben_rel_max <=  0.783 & total_deductions_by_hh_size > 40.800,test_2024,deployed,16,10,10,311.0,1.0,41.0,0.6,0,10,0,0,0,0,0,3,7,0,6,4,0,1,3,0.0,0.1,0.3,1796.0,1796.0,0,0.0,post_authorization
4+,count_divisible_by_100 <=   0.500 & total_deductions_by_hh_size <= 132.000 & unc_rawben_rel_max >   0.541 & unc_rawben_rel_max <=   0.780,train_2022_23,national,1238,290,451,311.0,0.3392461197339246,38.0,0.18181818181818182,285,152,1,12,0,1,54,259,137,0,199,136,0,119,313,0.6319290465631929,0.2638580931263858,0.6940133037694013,87191.0,50734.0,87,0.19290465631929046,post_authorization
4+,count_divisible_by_100 <=   0.500 & total_deductions_by_hh_size <= 132.000 & unc_rawben_rel_max >   0.541 & unc_rawben_rel_max <=   0.780,test_2024,national,577,125,185,311.0,0.2810810810810811,38.0,0.16756756756756758,101,71,3,3,7,0,11,125,49,0,96,47,0,63,136,0.5459459459459459,0.34054054054054056,0.7351351351351352,40908.0,25941.0,35,0.1891891891891892,post_authorization
4+,count_divisible_by_100 <=   0.500 & total_deductions_by_hh_size <= 132.000 & unc_rawben_rel_max >   0.541 & unc_rawben_rel_max <=   0.780,test_2024,deployed,29,11,11,311.0,0.7272727272727273,41.0,0.36363636363636365,1,9,0,1,0,0,1,2,8,0,8,3,0,1,3,0.09090909090909091,0.09090909090909091,0.2727272727272727,2157.0,2157.0,0,0.0,post_authorization
4+,elderly_disabled_i <   1.000 & rawben_rel_max <   0.918 & shelter_expenses_by_hh_size >=  64.000 & shelter_expenses_by_hh_size < 152.000,train_2022_23,national,1048,241,360,311.0,0.3972222222222222,44.0,0.14722222222222223,216,128,1,15,0,0,24,226,110,0,141,106,0,88,250,0.6,0.24444444444444444,0.6944444444444444,77917.0,48580.0,59,0.1638888888888889,post_authorization
4+,elderly_disabled_i <   1.000 & rawben_rel_max <   0.918 & shelter_expenses_by_hh_size >=  64.000 & shelter_expenses_by_hh_size < 152.000,test_2024,national,467,110,196,311.0,0.3520408163265306,38.0,0.15306122448979592,102,66,1,9,17,1,21,131,39,1,80,59,0,64,152,0.5204081632653061,0.32653061224489793,0.7755102040816326,44848.0,23477.0,42,0.21428571428571427,post_authorization
