"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any","error_frame","side","status","mean_threshold_shift_pct"
"2-3","children_i <   1.000 & medical_deductions >= 158.000 & months_since_cert_n <  10.000 & unc_rawben_rel_max >=   0.168","xgboost",92,28,0.3043,0.2062,54,9,0.1667,0.0091,0.0091,0.588,54,9,0.1667,0.0091,0.0091,0.588,"any_error","old","shifted",NA
"2-3","cat_elig >=   1.0000 & medical_deductions >= 168.0000 & months_since_cert_n >=   4.0000 & unc_rawben_rel_max >=  -0.0392","xgboost",104,31,0.2981,0.2059,73,13,0.1781,0.0132,0.0105,0.795,73,13,0.1781,0.0132,0.0105,0.795,"any_error","old","overlap",NA
"2-3","count_divisible_by_100 <=   0.5 & months_since_cert_n >  10.5 & shelter_expenses_by_hh_size > 850.0","ranger",100,30,0.3,0.2059,45,6,0.1333,0.0061,0.006,0.49,45,6,0.1333,0.0061,0.006,0.49,"any_error","old","shifted",NA
"2-3","medical_deductions <=  64.500 & shelter_expenses_by_hh_size <= 751.000 & unc_rawben_rel_max >   0.993 & unc_rawben_rel_max <=   0.997","ranger",100,30,0.3,0.2059,57,11,0.193,0.0112,0.0099,0.621,57,11,0.193,0.0112,0.0099,0.621,"any_error","old","overlap",NA
"2-3","percent_abawd <   0.5 & total_deductions_by_hh_size >= 634.0 & utilities >= 284.0 & utilities < 956.0","xgboost",257,68,0.2646,0.2059,125,33,0.264,0.0335,0.0419,1.361,125,33,0.264,0.0335,0.0419,1.361,"any_error","old","shifted",NA
"2-3","count_divisible_by_100 >=   1.000 & homeless <   1.000 & rawben_rel_max <   0.714 & shelter_expenses_by_hh_size < 221.000","xgboost",108,32,0.2963,0.2058,54,7,0.1296,0.0071,0.0038,0.588,54,7,0.1296,0.0071,0.0038,0.588,"any_error","old","overlap",NA
"2-3","HH_size_n >=   3 & shelter_expenses_by_hh_size >= 555 & total_deductions_by_hh_size >= 333 & total_deductions_by_hh_size < 367","xgboost",69,22,0.3188,0.2057,40,11,0.275,0.0112,0.0131,0.435,40,11,0.275,0.0112,0.0131,0.435,"any_error","old","shifted",NA
"2-3","HH_size_n <=   2.500 & medical_deductions > 575.000 & shelter_expenses_by_hh_size > 268.000 & unc_rawben_rel_max >   0.132","ranger",19,8,0.4211,0.2055,6,4,0.6667,0.0041,0.0066,0.065,6,4,0.6667,0.0041,0.0066,0.065,"any_error","old","overlap",NA
"2-3","HH_size_n >   2.500 & percent_abawd >   0.167 & shelter_expenses_by_hh_size > 231.000 & total_deductions_by_hh_size > 348.000","ranger",43,15,0.3488,0.2055,25,5,0.2,0.0051,0.0059,0.272,25,5,0.2,0.0051,0.0059,0.272,"any_error","old","overlap",NA
"2-3","cat_elig <=   1.5 & children_i <=   0.5 & medical_deductions > 508.0 & months_since_cert_n >   1.5","ranger",19,8,0.4211,0.2055,14,3,0.2143,0.003,0.0032,0.152,14,3,0.2143,0.003,0.0032,0.152,"any_error","old","overlap",NA
"2-3","cat_elig >=   1.00 & count_divisible_by_100 >=   1.00 & total_deductions_by_hh_size >= 610.00 & unc_rawben_rel_max <   1.11","xgboost",19,8,0.4211,0.2055,15,3,0.2,0.003,0.0029,0.163,15,3,0.2,0.003,0.0029,0.163,"any_error","old","overlap",NA
"2-3","children_i <   1.000 & medical_deductions >= 158.000 & months_since_cert_n >=  10.000 & unc_rawben_rel_max >=   0.168","xgboost",43,15,0.3488,0.2055,23,7,0.3043,0.0071,0.0061,0.25,23,7,0.3043,0.0071,0.0061,0.25,"any_error","old","overlap",NA
"2-3","count_divisible_by_100 >   0.500 & expedited_i >   0.500 & total_deductions_by_hh_size <= 164.000 & unc_rawben_rel_max <=   0.997","ranger",19,8,0.4211,0.2055,12,0,0,0,0,0.131,12,0,0,0,0,0.131,"any_error","old","dropped",NA
"2-3","months_since_cert_n >   5.500 & percent_abawd <=   1.750 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 310.000","ranger",958,226,0.2359,0.2055,546,91,0.1667,0.0923,0.0857,5.944,546,91,0.1667,0.0923,0.0857,5.944,"any_error","old","shifted",NA
"2-3","HH_size_n <=   2.5 & medical_deductions > 551.0","ranger",29,11,0.3793,0.205,14,4,0.2857,0.0041,0.0066,0.152,14,4,0.2857,0.0041,0.0066,0.152,"any_error","old","shifted",NA
"2-3","children_i <=   0.5 & expedited_i >   0.5 & shelter_expenses_by_hh_size > 857.0 & utilities <= 918.0","ranger",29,11,0.3793,0.205,14,4,0.2857,0.0041,0.0044,0.152,14,4,0.2857,0.0041,0.0044,0.152,"any_error","old","overlap",NA
"2-3","children_i >   0.500 & homeless <=   0.500 & total_deductions_by_hh_size > 468.000 & unc_rawben_rel_max <=   0.996","ranger",551,135,0.245,0.205,292,49,0.1678,0.0497,0.0466,3.179,292,49,0.1678,0.0497,0.0466,3.179,"any_error","old","overlap",NA
"2-3","count_divisible_by_100 <=   0.500 & medical_deductions > 366.000 & rawben_rel_max >   0.161 & shelter_expenses_by_hh_size > 252.000","ranger",29,11,0.3793,0.205,16,6,0.375,0.0061,0.0078,0.174,16,6,0.375,0.0061,0.0078,0.174,"any_error","old","overlap",NA
"2-3","count_divisible_by_100 >   0.5 & medical_deductions > 138.0","ranger",29,11,0.3793,0.205,12,1,0.0833,0.001,9e-04,0.131,12,1,0.0833,0.001,9e-04,0.131,"any_error","old","shifted",NA
"2-3","elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size > 616.0 & total_deductions_by_hh_size > 768.0","ranger",29,11,0.3793,0.205,18,1,0.0556,0.001,0.0019,0.196,18,1,0.0556,0.001,0.0019,0.196,"any_error","old","shifted",NA
"2-3","expedited_i <=   0.5 & medical_deductions > 578.0 & months_since_cert_n <=  31.5 & utilities > 202.0","ranger",29,11,0.3793,0.205,12,4,0.3333,0.0041,0.0066,0.131,12,4,0.3333,0.0041,0.0066,0.131,"any_error","old","overlap",NA
"2-3","expedited_i >   0.500 & months_since_cert_n <=   1.500 & rawben_rel_max <=   0.923 & utilities > 491.000","ranger",29,11,0.3793,0.205,9,1,0.1111,0.001,5e-04,0.098,9,1,0.1111,0.001,5e-04,0.098,"any_error","old","shifted",NA
"2-3","medical_deductions > 122.000 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 859.000","ranger",29,11,0.3793,0.205,17,5,0.2941,0.0051,0.0049,0.185,17,5,0.2941,0.0051,0.0049,0.185,"any_error","old","overlap",NA
"2-3","percent_abawd <   0.500 & rawben_rel_max >=   0.242 & rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 684.000","xgboost",961,226,0.2352,0.2049,503,99,0.1968,0.1004,0.0949,5.476,503,99,0.1968,0.1004,0.0949,5.476,"any_error","old","shifted",NA
"2-3","cat_elig >   1.50 & count_divisible_by_100 <=   0.50 & shelter_expenses_by_hh_size > 856.00 & unc_rawben_rel_max <=   1.96","ranger",310,80,0.2581,0.2048,7,0,0,0,0,0.076,7,0,0,0,0,0.076,"any_error","old","overlap",NA
"2-3","cat_elig <   2 & total_deductions_by_hh_size >= 834 & utilities >= 577","xgboost",36,13,0.3611,0.2047,36,7,0.1944,0.0071,0.0121,0.392,36,7,0.1944,0.0071,0.0121,0.392,"any_error","old","shifted",NA
"2-3","cat_elig >=    2 & total_deductions_by_hh_size >=  662 & utilities >=  792 & utilities < 1010","xgboost",36,13,0.3611,0.2047,2,0,0,0,0,0.022,2,0,0,0,0,0.022,"any_error","old","shifted",NA
"2-3","children_i >   0.5 & elderly_disabled_i <=   0.5 & homeless <=   0.5 & total_deductions_by_hh_size > 681.0","ranger",77,24,0.3117,0.2047,44,6,0.1364,0.0061,0.0079,0.479,44,6,0.1364,0.0061,0.0079,0.479,"any_error","old","overlap",NA
"2-3","cat_elig >=   1.0000 & total_deductions_by_hh_size >= 564.0000 & unc_rawben_rel_max >=  -0.0392 & utilities >= 645.0000","xgboost",263,69,0.2624,0.2045,154,28,0.1818,0.0284,0.0298,1.677,154,28,0.1818,0.0284,0.0298,1.677,"any_error","old","shifted",NA
"2-3","children_i >   0.500 & total_deductions_by_hh_size > 468.000 & unc_rawben_rel_max <=   0.997","ranger",553,135,0.2441,0.2042,294,50,0.1701,0.0507,0.0478,3.201,294,50,0.1701,0.0507,0.0478,3.201,"any_error","old","shifted",NA
"2-3","cat_elig <   3 & married >=   1 & total_deductions_by_hh_size >= 482","xgboost",337,86,0.2552,0.2041,197,33,0.1675,0.0335,0.0394,2.145,197,33,0.1675,0.0335,0.0394,2.145,"any_error","old","shifted",NA
"2-3","cat_elig >   1.5 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 805.0 & utilities > 556.0","ranger",125,36,0.288,0.2041,3,0,0,0,0,0.033,3,0,0,0,0,0.033,"any_error","old","shifted",NA
"2-3","children_i >=    1 & shelter_expenses_by_hh_size >= 1020 & total_deductions_by_hh_size >=  398","xgboost",89,27,0.3034,0.204,57,11,0.193,0.0112,0.0089,0.621,57,11,0.193,0.0112,0.0089,0.621,"any_error","old","shifted",NA
"2-3","married >   0.5 & shelter_expenses_by_hh_size > 876.0 & utilities >  22.0","ranger",204,55,0.2696,0.204,124,19,0.1532,0.0193,0.0229,1.35,124,19,0.1532,0.0193,0.0229,1.35,"any_error","old","overlap",NA
"2-3","expedited_i <=   0.500 & total_deductions_by_hh_size > 434.000 & unc_rawben_rel_max <=   0.996","ranger",1089,253,0.2323,0.2039,606,107,0.1766,0.1085,0.0987,6.598,606,107,0.1766,0.1085,0.0987,6.598,"any_error","old","shifted",NA
"2-3","cat_elig >   1.5 & married <=   0.5 & shelter_expenses_by_hh_size > 852.0","ranger",251,66,0.2629,0.2038,5,0,0,0,0,0.054,5,0,0,0,0,0.054,"any_error","old","shifted",NA
"2-3","cat_elig >   1.500 & expedited_i >   0.500 & total_deductions_by_hh_size > 348.000 & unc_rawben_rel_max <=   0.995","ranger",47,16,0.3404,0.2038,0,0,NA,0,0,0,0,0,NA,0,0,0,"any_error","old","dropped",NA
"2-3","married <=    0.5 & months_since_cert_n >    1.5 & shelter_expenses_by_hh_size > 1150.0 & total_deductions_by_hh_size >  423.0","ranger",47,16,0.3404,0.2038,24,5,0.2083,0.0051,0.0078,0.261,24,5,0.2083,0.0051,0.0078,0.261,"any_error","old","shifted",NA
"2-3","medical_deductions < 279 & shelter_expenses_by_hh_size < 450 & total_deductions_by_hh_size >= 554","xgboost",47,16,0.3404,0.2038,28,5,0.1786,0.0051,0.0038,0.305,28,5,0.1786,0.0051,0.0038,0.305,"any_error","old","shifted",NA
"2-3","total_deductions_by_hh_size <= 459.000 & unc_rawben_rel_max >   0.993 & unc_rawben_rel_max <=   0.997","ranger",101,30,0.297,0.2038,57,13,0.2281,0.0132,0.0116,0.621,57,13,0.2281,0.0132,0.0116,0.621,"any_error","old","overlap",NA
"2-3","HH_size_n >   2.50 & medical_deductions <= 115.00 & total_deductions_by_hh_size > 468.00 & unc_rawben_rel_max >   1.74","ranger",10,5,0.5,0.2037,5,2,0.4,0.002,0.0025,0.054,5,2,0.4,0.002,0.0025,0.054,"any_error","old","overlap",NA
"2-3","HH_size_n >   2.500 & months_since_cert_n <=   5.500 & total_deductions_by_hh_size > 672.000 & unc_rawben_rel_max <=   0.997","ranger",10,5,0.5,0.2037,6,0,0,0,0,0.065,6,0,0,0,0,0.065,"any_error","old","shifted",NA
"2-3","cat_elig <=   1.5 & HH_size_n >   2.5 & months_since_cert_n >  16.5 & total_deductions_by_hh_size > 302.0","ranger",10,5,0.5,0.2037,3,1,0.3333,0.001,0.0019,0.033,3,1,0.3333,0.001,0.0019,0.033,"any_error","old","dropped",NA
"2-3","cat_elig >   0.5 & count_divisible_by_100 >   0.5 & elderly_disabled_i <=   0.5 & total_deductions_by_hh_size > 680.0","ranger",10,5,0.5,0.2037,6,1,0.1667,0.001,6e-04,0.065,6,1,0.1667,0.001,6e-04,0.065,"any_error","old","dropped",NA
"2-3","children_i <=   0.50 & percent_abawd <=   0.75 & shelter_expenses_by_hh_size <= 610.00 & total_deductions_by_hh_size > 577.00","ranger",10,5,0.5,0.2037,8,2,0.25,0.002,0.0053,0.087,8,2,0.25,0.002,0.0053,0.087,"any_error","old","overlap",NA
"2-3","children_i >   0.50 & elderly_disabled_i >   0.50 & medical_deductions <= 148.00 & unc_rawben_rel_max >   1.79","ranger",10,5,0.5,0.2037,6,4,0.6667,0.0041,0.0055,0.065,6,4,0.6667,0.0041,0.0055,0.065,"any_error","old","overlap",NA
"2-3","count_divisible_by_100 >   0.50 & percent_abawd <=   1.67 & total_deductions_by_hh_size > 883.00","ranger",10,5,0.5,0.2037,4,0,0,0,0,0.044,4,0,0,0,0,0.044,"any_error","old","shifted",NA
"2-3","elderly_disabled_i <=    0.500 & expedited_i <=    0.500 & shelter_expenses_by_hh_size > 1340.000 & unc_rawben_rel_max <=    0.996","ranger",10,5,0.5,0.2037,9,2,0.2222,0.002,0.0043,0.098,9,2,0.2222,0.002,0.0043,0.098,"any_error","old","shifted",NA
"2-3","elderly_disabled_i <=   0.5 & married >   0.5 & shelter_expenses_by_hh_size > 943.0 & total_deductions_by_hh_size > 444.0","ranger",10,5,0.5,0.2037,6,0,0,0,0,0.065,6,0,0,0,0,0.065,"any_error","old","dropped",NA
"2-3","expedited_i >   0.500 & shelter_expenses_by_hh_size > 849.000 & shelter_expenses_by_hh_size <= 903.000 & unc_rawben_rel_max <=   0.995","ranger",10,5,0.5,0.2037,5,1,0.2,0.001,0.0014,0.054,5,1,0.2,0.001,0.0014,0.054,"any_error","old","dropped",NA
"2-3","married >    0.5 & months_since_cert_n >    5.5 & months_since_cert_n <=   18.5 & shelter_expenses_by_hh_size > 1240.0","ranger",10,5,0.5,0.2037,13,2,0.1538,0.002,0.0022,0.142,13,2,0.1538,0.002,0.0022,0.142,"any_error","old","overlap",NA
"2-3","married >    0.500 & total_deductions_by_hh_size > 1120.000 & unc_rawben_rel_max >    0.996","ranger",10,5,0.5,0.2037,10,4,0.4,0.0041,0.008,0.109,10,4,0.4,0.0041,0.008,0.109,"any_error","old","shifted",NA
"2-3","medical_deductions <=  144.000 & shelter_expenses_by_hh_size >  913.000 & shelter_expenses_by_hh_size <= 1170.000 & unc_rawben_rel_max <=    0.997","ranger",234,62,0.265,0.2037,137,21,0.1533,0.0213,0.0247,1.492,137,21,0.1533,0.0213,0.0247,1.492,"any_error","old","shifted",NA
"2-3","medical_deductions > 144.000 & months_since_cert_n >  22.500 & shelter_expenses_by_hh_size > 348.000 & unc_rawben_rel_max >   0.224","ranger",10,5,0.5,0.2037,8,3,0.375,0.003,0.0021,0.087,8,3,0.375,0.003,0.0021,0.087,"any_error","old","overlap",NA
"2-3","cat_elig <=   1.5 & medical_deductions > 584.0 & months_since_cert_n >   2.5","ranger",16,7,0.4375,0.2034,10,2,0.2,0.002,0.0027,0.109,10,2,0.2,0.002,0.0027,0.109,"any_error","old","shifted",NA
"2-3","cat_elig >   1.50 & medical_deductions > 192.00 & percent_abawd <=   1.75 & shelter_expenses_by_hh_size > 800.00","ranger",16,7,0.4375,0.2034,2,0,0,0,0,0.022,2,0,0,0,0,0.022,"any_error","old","overlap",NA
"2-3","children_i >   0.500 & expedited_i <=   0.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 468.000","ranger",524,128,0.2443,0.2034,279,49,0.1756,0.0497,0.0474,3.038,279,49,0.1756,0.0497,0.0474,3.038,"any_error","old","shifted",NA
"2-3","expedited_i <=   0.500 & months_since_cert_n >  18.500 & total_deductions_by_hh_size > 526.000 & unc_rawben_rel_max >   0.996","ranger",16,7,0.4375,0.2034,10,3,0.3,0.003,0.0039,0.109,10,3,0.3,0.003,0.0039,0.109,"any_error","old","overlap",NA
"2-3","married <=   0.500 & rawben_rel_max >   0.997 & total_deductions_by_hh_size > 526.000 & unc_rawben_rel_max >   1.860","ranger",16,7,0.4375,0.2034,12,7,0.5833,0.0071,0.0098,0.131,12,7,0.5833,0.0071,0.0098,0.131,"any_error","old","overlap",NA
"2-3","medical_deductions >  650 & total_deductions_by_hh_size <= 1290 & utilities >   22","ranger",16,7,0.4375,0.2034,6,1,0.1667,0.001,0.0013,0.065,6,1,0.1667,0.001,0.0013,0.065,"any_error","old","overlap",NA
"2-3","HH_size_n <=   2.5 & shelter_expenses_by_hh_size > 987.0","ranger",321,82,0.2555,0.2032,197,32,0.1624,0.0325,0.0417,2.145,197,32,0.1624,0.0325,0.0417,2.145,"any_error","old","shifted",NA
"2-3","months_since_cert_n >   4.500 & percent_abawd <=   1.500 & total_deductions_by_hh_size > 334.000 & unc_rawben_rel_max <=   0.996","ranger",1033,240,0.2323,0.2032,534,93,0.1742,0.0943,0.0903,5.814,534,93,0.1742,0.0943,0.0903,5.814,"any_error","old","shifted",NA
"2-3","HH_size_n <=   2.5 & months_since_cert_n >   5.5 & months_since_cert_n <=  26.5 & total_deductions_by_hh_size > 418.0","ranger",548,133,0.2427,0.2028,319,42,0.1317,0.0426,0.0436,3.473,319,42,0.1317,0.0426,0.0436,3.473,"any_error","old","overlap",NA
"2-3","expedited_i <=   0.5 & shelter_expenses_by_hh_size > 853.0","ranger",629,151,0.2401,0.2028,365,60,0.1644,0.0609,0.0716,3.974,365,60,0.1644,0.0609,0.0716,3.974,"any_error","old","shifted",NA
"2-3","months_since_cert_n <   3.000 & rawben_rel_max <   0.862 & total_deductions_by_hh_size >= 564.000 & utilities < 992.000","xgboost",70,22,0.3143,0.2026,47,11,0.234,0.0112,0.0102,0.512,47,11,0.234,0.0112,0.0102,0.512,"any_error","old","shifted",NA
"2-3","rawben_rel_max >=   0.996 & total_deductions_by_hh_size >= 308.000 & total_deductions_by_hh_size < 554.000 & unc_rawben_rel_max >=   1.510","xgboost",70,22,0.3143,0.2026,29,10,0.3448,0.0101,0.0133,0.316,29,10,0.3448,0.0101,0.0133,0.316,"any_error","old","shifted",NA
"2-3","total_deductions_by_hh_size >= 308 & total_deductions_by_hh_size < 524 & utilities >=  55 & utilities < 339","xgboost",231,61,0.2641,0.2026,84,11,0.131,0.0112,0.0176,0.915,84,11,0.131,0.0112,0.0176,0.915,"any_error","old","shifted",NA
"2-3","count_divisible_by_100 >   0.5 & expedited_i <=   0.5 & homeless <=   0.5 & total_deductions_by_hh_size > 553.0","ranger",51,17,0.3333,0.2025,35,6,0.1714,0.0061,0.0076,0.381,35,6,0.1714,0.0061,0.0076,0.381,"any_error","old","overlap",NA
"2-3","months_since_cert_n <   1 & shelter_expenses_by_hh_size >= 843 & utilities < 875","xgboost",51,17,0.3333,0.2025,35,7,0.2,0.0071,0.0065,0.381,35,7,0.2,0.0071,0.0065,0.381,"any_error","old","shifted",NA
"2-3","months_since_cert_n >=  11 & shelter_expenses_by_hh_size >= 832 & total_deductions_by_hh_size < 524 & utilities >=  33","xgboost",51,17,0.3333,0.2025,21,2,0.0952,0.002,0.0035,0.229,21,2,0.0952,0.002,0.0035,0.229,"any_error","old","dropped",NA
"2-3","shelter_expenses_by_hh_size < 550.00 & total_deductions_by_hh_size >=   2.80 & total_deductions_by_hh_size < 695.00 & unc_rawben_rel_max >=   1.53","xgboost",51,17,0.3333,0.2025,26,10,0.3846,0.0101,0.016,0.283,26,10,0.3846,0.0101,0.016,0.283,"any_error","old","shifted",NA
"2-3","cat_elig <=   2.500 & count_divisible_by_100 >   0.500 & total_deductions_by_hh_size > 353.000 & unc_rawben_rel_max <=   0.997","ranger",155,43,0.2774,0.2024,95,16,0.1684,0.0162,0.015,1.034,95,16,0.1684,0.0162,0.015,1.034,"any_error","old","dropped",NA
"2-3","cat_elig >   1.500 & count_divisible_by_100 >   0.500 & medical_deductions > 120.000 & rawben_rel_max <=   0.923","ranger",13,6,0.4615,0.2024,1,0,0,0,0,0.011,1,0,0,0,0,0.011,"any_error","old","overlap",NA
"2-3","elderly_disabled_i <=    0.500 & rawben_rel_max <=    0.995 & shelter_expenses_by_hh_size > 1300.000","ranger",13,6,0.4615,0.2024,12,3,0.25,0.003,0.006,0.131,12,3,0.25,0.003,0.006,0.131,"any_error","old","shifted",NA
"2-3","medical_deductions > 466.00 & percent_abawd <=   1.67 & shelter_expenses_by_hh_size > 544.00 & shelter_expenses_by_hh_size <= 859.00","ranger",13,6,0.4615,0.2024,8,1,0.125,0.001,0.002,0.087,8,1,0.125,0.001,0.002,0.087,"any_error","old","dropped",NA
"2-3","medical_deductions >=   5.00000 & rawben_rel_max >=   0.25400 & total_deductions_by_hh_size >= 229.00000 & unc_rawben_rel_max >=  -0.00218","xgboost",270,70,0.2593,0.2024,145,33,0.2276,0.0335,0.0315,1.579,145,33,0.2276,0.0335,0.0315,1.579,"any_error","old","shifted",NA
"2-3","cat_elig >   1.50 & count_divisible_by_100 >   0.50 & percent_abawd <=   1.75 & shelter_expenses_by_hh_size > 850.00","ranger",40,14,0.35,0.2023,2,0,0,0,0,0.022,2,0,0,0,0,0.022,"any_error","old","shifted",NA
"2-3","cat_elig >=   2.0000 & medical_deductions >= 165.0000 & percent_abawd <   0.3330 & rawben_rel_max >=   0.0545","xgboost",74,23,0.3108,0.2022,10,0,0,0,0,0.109,10,0,0,0,0,0.109,"any_error","old","overlap",NA
"2-3","rawben_rel_max >   0.148 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size <= 503.000 & unc_rawben_rel_max >   0.994","ranger",74,23,0.3108,0.2022,54,12,0.2222,0.0122,0.0093,0.588,54,12,0.2222,0.0122,0.0093,0.588,"any_error","old","overlap",NA
"2-3","cat_elig >=   2.000 & HH_size_n <   3.000 & percent_abawd <   0.333 & shelter_expenses_by_hh_size >= 832.000","xgboost",349,88,0.2521,0.2021,8,0,0,0,0,0.087,8,0,0,0,0,0.087,"any_error","old","overlap",NA
"2-3","medical_deductions <= 516.000 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 310.000","ranger",956,222,0.2322,0.202,538,91,0.1691,0.0923,0.0863,5.857,538,91,0.1691,0.0923,0.0863,5.857,"any_error","old","shifted",NA
"2-3","months_since_cert_n <  12 & shelter_expenses_by_hh_size >= 986 & utilities >= 503","xgboost",223,59,0.2646,0.202,163,25,0.1534,0.0254,0.0338,1.775,163,25,0.1534,0.0254,0.0338,1.775,"any_error","old","shifted",NA
"2-3","percent_abawd <    1 & shelter_expenses_by_hh_size >= 1190","xgboost",114,33,0.2895,0.202,68,13,0.1912,0.0132,0.0193,0.74,68,13,0.1912,0.0132,0.0193,0.74,"any_error","old","shifted",NA
"2-3","HH_size_n <=   2.500 & months_since_cert_n <=   5.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 505.000","ranger",345,87,0.2522,0.2019,170,32,0.1882,0.0325,0.0336,1.851,170,32,0.1882,0.0325,0.0336,1.851,"any_error","old","overlap",NA
"2-3","children_i < 1.0000 & medical_deductions >= 1.0000 & unc_rawben_rel_max >= 0.0218 & unc_rawben_rel_max < 1.0000","xgboost",323,82,0.2539,0.2019,169,31,0.1834,0.0314,0.0233,1.84,169,31,0.1834,0.0314,0.0233,1.84,"any_error","old","shifted",NA
"2-3","months_since_cert_n >    8.50 & percent_abawd <=    1.75 & shelter_expenses_by_hh_size <= 1240.00 & total_deductions_by_hh_size >  452.00","ranger",288,74,0.2569,0.2019,155,27,0.1742,0.0274,0.0226,1.688,155,27,0.1742,0.0274,0.0226,1.688,"any_error","old","shifted",NA
"2-3","elderly_disabled_i >   0.500 & rawben_rel_max >   0.483 & shelter_expenses_by_hh_size > 858.000 & utilities <= 754.000","ranger",106,31,0.2925,0.2018,45,10,0.2222,0.0101,0.0117,0.49,45,10,0.2222,0.0101,0.0117,0.49,"any_error","old","shifted",NA
"2-3","expedited_i >=   1.000 & rawben_rel_max <   0.976 & total_deductions_by_hh_size >= 310.000 & utilities >= 435.000","xgboost",106,31,0.2925,0.2018,50,5,0.1,0.0051,0.0084,0.544,50,5,0.1,0.0051,0.0084,0.544,"any_error","old","shifted",NA
"2-3","rawben_rel_max >=   0.105 & rawben_rel_max <   0.996 & shelter_expenses_by_hh_size < 916.000 & total_deductions_by_hh_size >= 517.000","xgboost",310,79,0.2548,0.2018,171,32,0.1871,0.0325,0.025,1.862,171,32,0.1871,0.0325,0.025,1.862,"any_error","old","shifted",NA
